Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
56,No,Non-Travel,Research & Development,1,4,1,2026,Male,Healthcare Representative,3,Divorced,6306,Y,21,4,1,80,13,2,13,1,9
29,Yes,Travel_Rarely,Research & Development,1,4,1,2027,Male,Research Scientist,4,Married,4787,Y,14,3,2,80,4,4,2,2,2
42,No,Travel_Rarely,Research & Development,2,3,1,2031,Male,Manager,3,Married,18880,Y,11,3,1,80,24,2,22,4,14
56,Yes,Travel_Rarely,Research & Development,7,2,1,2032,Male,Laboratory Technician,3,Married,2339,Y,11,3,4,80,14,1,10,9,8
41,No,Travel_Rarely,Research & Development,28,4,1,2034,Female,Manufacturing Director,2,Married,13570,Y,23,4,3,80,21,3,20,0,10
34,No,Travel_Rarely,Sales,28,3,1,2035,Female,Sales Executive,3,Married,6712,Y,21,4,4,80,8,3,8,1,7
36,No,Non-Travel,Sales,15,4,1,2036,Male,Sales Executive,4,Divorced,5406,Y,24,4,1,80,15,2,15,11,11
41,No,Travel_Rarely,Sales,3,3,1,2037,Male,Sales Executive,2,Divorced,8938,Y,11,3,3,80,14,3,5,0,4
32,No,Travel_Rarely,Research & Development,2,3,1,2038,Male,Research Scientist,1,Single,2439,Y,14,3,4,80,4,3,4,1,2
35,No,Travel_Rarely,Human Resources,26,4,1,2040,Female,Human Resources,4,Single,8837,Y,16,3,3,80,9,3,9,1,7
38,No,Travel_Rarely,Sales,10,2,1,2041,Female,Sales Executive,4,Married,5343,Y,11,3,3,80,10,3,10,1,9
50,Yes,Travel_Frequently,Sales,1,4,1,2044,Male,Sales Executive,3,Divorced,6728,Y,12,3,4,80,12,3,6,0,1
36,No,Travel_Rarely,Sales,11,4,1,2045,Female,Sales Executive,4,Married,6652,Y,13,3,1,80,8,2,6,0,0
45,No,Travel_Rarely,Sales,20,3,1,2046,Female,Sales Executive,3,Single,4850,Y,15,3,3,80,8,3,5,0,1
40,No,Travel_Rarely,Research & Development,2,4,1,2048,Male,Research Scientist,3,Single,2809,Y,14,3,4,80,8,3,2,2,2
35,No,Travel_Frequently,Research & Development,18,4,1,2049,Male,Healthcare Representative,3,Married,5689,Y,14,3,4,80,10,4,10,0,2
40,No,Travel_Rarely,Research & Development,2,4,1,2051,Female,Research Scientist,3,Married,2001,Y,14,3,2,80,20,3,5,0,2
35,No,Travel_Rarely,Research & Development,1,4,1,2052,Female,Research Scientist,4,Married,2977,Y,12,3,4,80,4,3,4,1,1
29,No,Travel_Rarely,Research & Development,13,2,1,2053,Male,Laboratory Technician,2,Married,4025,Y,13,3,1,80,10,3,4,0,3
29,No,Travel_Rarely,Research & Development,28,4,1,2054,Female,Research Scientist,1,Single,3785,Y,14,3,2,80,5,1,5,0,4
50,Yes,Travel_Rarely,Sales,28,3,1,2055,Male,Sales Executive,1,Divorced,10854,Y,13,3,2,80,20,3,3,2,0
39,No,Travel_Rarely,Sales,24,1,1,2056,Female,Sales Executive,4,Married,12031,Y,11,3,1,80,21,2,20,9,6
31,No,Non-Travel,Research & Development,5,3,1,2057,Male,Manufacturing Director,1,Single,9936,Y,19,3,2,80,10,3,9,1,7
26,No,Travel_Rarely,Sales,5,3,1,2060,Female,Sales Representative,3,Single,2966,Y,18,3,4,80,5,3,4,0,0
36,No,Travel_Frequently,Research & Development,23,2,1,2061,Male,Laboratory Technician,4,Married,2571,Y,17,3,3,80,17,3,5,0,3
39,No,Travel_Rarely,Research & Development,6,1,1,2062,Male,Healthcare Representative,1,Married,9991,Y,15,3,1,80,9,3,7,1,7
27,No,Travel_Rarely,Research & Development,4,3,1,2064,Male,Manufacturing Director,2,Married,6142,Y,20,4,2,80,6,3,6,0,3
49,No,Travel_Frequently,Sales,2,3,1,2065,Male,Sales Executive,2,Married,5390,Y,14,3,4,80,17,2,9,0,8
34,No,Travel_Rarely,Research & Development,8,3,1,2068,Male,Laboratory Technician,3,Married,4404,Y,12,3,1,80,6,4,4,1,2
